Quarter,HB,LengthOfStay,Episodes
2019Q1,The Golden Jubilee National Hospital,64,15
2019Q2,The Golden Jubilee National Hospital,51,15
2019Q3,The Golden Jubilee National Hospital,153,15
2019Q4,The Golden Jubilee National Hospital,88,20
2020Q1,The Golden Jubilee National Hospital,132,15
2020Q2,The Golden Jubilee National Hospital,37,30
2020Q3,The Golden Jubilee National Hospital,120,23
2020Q4,The Golden Jubilee National Hospital,60,21
2021Q1,The Golden Jubilee National Hospital,117,34
2021Q2,The Golden Jubilee National Hospital,158,24
2021Q3,The Golden Jubilee National Hospital,159,29
2021Q4,The Golden Jubilee National Hospital,80,15
2022Q1,The Golden Jubilee National Hospital,96,21
2022Q2,The Golden Jubilee National Hospital,123,23
2022Q3,The Golden Jubilee National Hospital,57,16
2017Q3,The Golden Jubilee National Hospital,71,15
2017Q4,The Golden Jubilee National Hospital,467,20
2018Q1,The Golden Jubilee National Hospital,78,21
2018Q2,The Golden Jubilee National Hospital,239,20
2018Q3,The Golden Jubilee National Hospital,129,23
2018Q4,The Golden Jubilee National Hospital,68,23
2019Q1,The Golden Jubilee National Hospital,95,22
2019Q2,The Golden Jubilee National Hospital,89,28
2019Q3,The Golden Jubilee National Hospital,84,22
2019Q4,The Golden Jubilee National Hospital,90,29
2020Q1,The Golden Jubilee National Hospital,163,16
2020Q2,The Golden Jubilee National Hospital,58,19
2020Q3,The Golden Jubilee National Hospital,139,20
2020Q4,The Golden Jubilee National Hospital,127,24
2021Q1,The Golden Jubilee National Hospital,105,31
2021Q2,The Golden Jubilee National Hospital,107,28
2021Q3,The Golden Jubilee National Hospital,193,20
2021Q4,The Golden Jubilee National Hospital,55,21
2022Q1,The Golden Jubilee National Hospital,256,20
2022Q2,The Golden Jubilee National Hospital,118,36
2022Q3,The Golden Jubilee National Hospital,203,26
2017Q3,The Golden Jubilee National Hospital,105,25
2017Q4,The Golden Jubilee National Hospital,225,30
2018Q1,The Golden Jubilee National Hospital,141,21
2018Q2,The Golden Jubilee National Hospital,164,26
2018Q3,The Golden Jubilee National Hospital,240,27
2018Q4,The Golden Jubilee National Hospital,200,19
2019Q1,The Golden Jubilee National Hospital,88,25
2019Q2,The Golden Jubilee National Hospital,257,30
2019Q3,The Golden Jubilee National Hospital,149,25
2019Q4,The Golden Jubilee National Hospital,92,24
2020Q1,The Golden Jubilee National Hospital,138,23
2020Q2,The Golden Jubilee National Hospital,80,25
2020Q3,The Golden Jubilee National Hospital,106,15
2020Q4,The Golden Jubilee National Hospital,117,24
2021Q1,The Golden Jubilee National Hospital,109,25
2021Q2,The Golden Jubilee National Hospital,85,15
2021Q3,The Golden Jubilee National Hospital,65,25
2021Q4,The Golden Jubilee National Hospital,117,20
2022Q1,The Golden Jubilee National Hospital,84,16
2022Q2,The Golden Jubilee National Hospital,153,25
2022Q3,The Golden Jubilee National Hospital,78,20
2017Q3,The Golden Jubilee National Hospital,54,15
2017Q4,The Golden Jubilee National Hospital,174,19
2018Q1,The Golden Jubilee National Hospital,330,15
2018Q2,The Golden Jubilee National Hospital,73,15
2018Q3,The Golden Jubilee National Hospital,20,5
2018Q4,The Golden Jubilee National Hospital,52,12
2019Q1,The Golden Jubilee National Hospital,44,10
2019Q2,The Golden Jubilee National Hospital,124,13
2019Q3,The Golden Jubilee National Hospital,75,12
2019Q4,The Golden Jubilee National Hospital,37,10
2020Q1,The Golden Jubilee National Hospital,76,13
2020Q2,The Golden Jubilee National Hospital,159,17
2020Q3,The Golden Jubilee National Hospital,84,10
2020Q4,The Golden Jubilee National Hospital,70,13
2021Q1,The Golden Jubilee National Hospital,58,15
2021Q2,The Golden Jubilee National Hospital,93,12
2021Q3,The Golden Jubilee National Hospital,57,10
2021Q4,The Golden Jubilee National Hospital,49,15
2022Q1,The Golden Jubilee National Hospital,90,10
2022Q2,The Golden Jubilee National Hospital,44,15
2022Q3,The Golden Jubilee National Hospital,69,10
2017Q4,The Golden Jubilee National Hospital,5,0
2018Q2,The Golden Jubilee National Hospital,11,0
2019Q1,The Golden Jubilee National Hospital,6,0
2019Q3,The Golden Jubilee National Hospital,18,0
2020Q1,The Golden Jubilee National Hospital,10,0
2020Q2,The Golden Jubilee National Hospital,5,0
2020Q3,The Golden Jubilee National Hospital,5,0
2020Q4,The Golden Jubilee National Hospital,5,0
2021Q2,The Golden Jubilee National Hospital,0,0
2021Q4,The Golden Jubilee National Hospital,12,0
2022Q1,The Golden Jubilee National Hospital,6,0
2022Q3,The Golden Jubilee National Hospital,16,0
2017Q3,The Golden Jubilee National Hospital,6,0
2018Q2,The Golden Jubilee National Hospital,110,0
2018Q3,The Golden Jubilee National Hospital,0,0
2020Q4,The Golden Jubilee National Hospital,0,0
2021Q4,The Golden Jubilee National Hospital,0,0
2022Q1,The Golden Jubilee National Hospital,22,0
2022Q2,The Golden Jubilee National Hospital,17,0
2022Q3,The Golden Jubilee National Hospital,5,5
2017Q3,The Golden Jubilee National Hospital,21,5
2017Q4,The Golden Jubilee National Hospital,6,0
2018Q1,The Golden Jubilee National Hospital,23,0
2018Q2,The Golden Jubilee National Hospital,6,0
2018Q3,The Golden Jubilee National Hospital,0,0
2018Q4,The Golden Jubilee National Hospital,122,5
2019Q1,The Golden Jubilee National Hospital,15,10
2019Q2,The Golden Jubilee National Hospital,16,5
2019Q3,The Golden Jubilee National Hospital,20,5
2019Q4,The Golden Jubilee National Hospital,11,5
2020Q1,The Golden Jubilee National Hospital,0,5
2020Q2,The Golden Jubilee National Hospital,53,10
2020Q3,The Golden Jubilee National Hospital,109,5
2020Q4,The Golden Jubilee National Hospital,16,5
2021Q1,The Golden Jubilee National Hospital,17,5
2021Q2,The Golden Jubilee National Hospital,11,5
2021Q3,The Golden Jubilee National Hospital,37,5
2021Q4,The Golden Jubilee National Hospital,72,5
2022Q1,The Golden Jubilee National Hospital,5,0
2022Q2,The Golden Jubilee National Hospital,0,0
2022Q3,The Golden Jubilee National Hospital,8,0
2017Q3,The Golden Jubilee National Hospital,31,5
2017Q4,The Golden Jubilee National Hospital,18,10
2018Q1,The Golden Jubilee National Hospital,25,5
2018Q2,The Golden Jubilee National Hospital,87,13
2018Q3,The Golden Jubilee National Hospital,31,10
2018Q4,The Golden Jubilee National Hospital,12,5
2019Q1,The Golden Jubilee National Hospital,14,5
2019Q2,The Golden Jubilee National Hospital,17,10
2019Q3,The Golden Jubilee National Hospital,14,5
2019Q4,The Golden Jubilee National Hospital,20,5
2020Q1,The Golden Jubilee National Hospital,21,5
2020Q2,The Golden Jubilee National Hospital,5,5
2020Q3,The Golden Jubilee National Hospital,30,5
2020Q4,The Golden Jubilee National Hospital,37,10
2021Q1,The Golden Jubilee National Hospital,13,5
2021Q2,The Golden Jubilee National Hospital,32,10
2021Q3,The Golden Jubilee National Hospital,22,10
2021Q4,The Golden Jubilee National Hospital,41,10
2022Q1,The Golden Jubilee National Hospital,26,5
2022Q2,The Golden Jubilee National Hospital,7,5
2022Q3,The Golden Jubilee National Hospital,62,10
2017Q3,The Golden Jubilee National Hospital,77,17
2017Q4,The Golden Jubilee National Hospital,59,24
2018Q1,The Golden Jubilee National Hospital,106,28
2018Q2,The Golden Jubilee National Hospital,136,29
2018Q3,The Golden Jubilee National Hospital,136,30
2018Q4,The Golden Jubilee National Hospital,64,20
2019Q1,The Golden Jubilee National Hospital,86,24
2019Q2,The Golden Jubilee National Hospital,89,26
2019Q3,The Golden Jubilee National Hospital,73,15
2019Q4,The Golden Jubilee National Hospital,102,19
2020Q1,The Golden Jubilee National Hospital,47,23
2020Q2,The Golden Jubilee National Hospital,46,18
2020Q3,The Golden Jubilee National Hospital,53,19
2020Q4,The Golden Jubilee National Hospital,51,23
2021Q1,The Golden Jubilee National Hospital,55,26
2021Q2,The Golden Jubilee National Hospital,204,23
2021Q3,The Golden Jubilee National Hospital,196,30
2021Q4,The Golden Jubilee National Hospital,54,23
2022Q1,The Golden Jubilee National Hospital,236,25
2022Q2,The Golden Jubilee National Hospital,255,19
2022Q3,The Golden Jubilee National Hospital,75,18
2017Q3,The Golden Jubilee National Hospital,265,63
2017Q4,The Golden Jubilee National Hospital,240,54
2018Q1,The Golden Jubilee National Hospital,199,53
2018Q2,The Golden Jubilee National Hospital,354,60
2018Q3,The Golden Jubilee National Hospital,591,63
2018Q4,The Golden Jubilee National Hospital,391,56
2019Q1,The Golden Jubilee National Hospital,466,63
2019Q2,The Golden Jubilee National Hospital,535,64
2019Q3,The Golden Jubilee National Hospital,353,70
2019Q4,The Golden Jubilee National Hospital,221,59
2020Q1,The Golden Jubilee National Hospital,344,50
2020Q2,The Golden Jubilee National Hospital,819,81
2020Q3,The Golden Jubilee National Hospital,235,47
2020Q4,The Golden Jubilee National Hospital,302,53
2021Q1,The Golden Jubilee National Hospital,183,50
2021Q2,The Golden Jubilee National Hospital,243,65
2021Q3,The Golden Jubilee National Hospital,286,68
2021Q4,The Golden Jubilee National Hospital,603,70
2022Q1,The Golden Jubilee National Hospital,175,53
2022Q2,The Golden Jubilee National Hospital,195,50
2022Q3,The Golden Jubilee National Hospital,145,43
2017Q3,The Golden Jubilee National Hospital,228,43
2017Q4,The Golden Jubilee National Hospital,204,51
2018Q1,The Golden Jubilee National Hospital,278,43
2018Q2,The Golden Jubilee National Hospital,213,42
2018Q3,The Golden Jubilee National Hospital,280,44
2018Q4,The Golden Jubilee National Hospital,257,63
2019Q1,The Golden Jubilee National Hospital,254,67
2019Q2,The Golden Jubilee National Hospital,292,71
2019Q3,The Golden Jubilee National Hospital,256,69
2019Q4,The Golden Jubilee National Hospital,201,51
2020Q1,The Golden Jubilee National Hospital,276,49
2020Q2,The Golden Jubilee National Hospital,242,84
2020Q3,The Golden Jubilee National Hospital,258,52
2020Q4,The Golden Jubilee National Hospital,199,47
2021Q1,The Golden Jubilee National Hospital,136,50
2021Q2,The Golden Jubilee National Hospital,611,65
2021Q3,The Golden Jubilee National Hospital,530,85
2021Q4,The Golden Jubilee National Hospital,360,64
2022Q1,The Golden Jubilee National Hospital,215,58
2022Q2,The Golden Jubilee National Hospital,286,57
2022Q3,The Golden Jubilee National Hospital,447,82
2017Q3,The Golden Jubilee National Hospital,216,35
2017Q4,The Golden Jubilee National Hospital,451,41
2018Q1,The Golden Jubilee National Hospital,348,26
2018Q2,The Golden Jubilee National Hospital,118,30
2018Q3,The Golden Jubilee National Hospital,176,36
2018Q4,The Golden Jubilee National Hospital,287,18
2019Q1,The Golden Jubilee National Hospital,293,44
2019Q2,The Golden Jubilee National Hospital,318,48
2019Q3,The Golden Jubilee National Hospital,236,38
2019Q4,The Golden Jubilee National Hospital,158,27
2020Q1,The Golden Jubilee National Hospital,246,36
2020Q2,The Golden Jubilee National Hospital,142,50
2020Q3,The Golden Jubilee National Hospital,244,33
2020Q4,The Golden Jubilee National Hospital,165,36
2021Q1,The Golden Jubilee National Hospital,67,25
2021Q2,The Golden Jubilee National Hospital,142,47
2021Q3,The Golden Jubilee National Hospital,174,27
2021Q4,The Golden Jubilee National Hospital,206,34
2022Q1,The Golden Jubilee National Hospital,131,40
2022Q2,The Golden Jubilee National Hospital,191,47
2022Q3,The Golden Jubilee National Hospital,129,31
2017Q3,The Golden Jubilee National Hospital,66,5
2017Q4,The Golden Jubilee National Hospital,35,10
2018Q1,The Golden Jubilee National Hospital,52,10
2018Q2,The Golden Jubilee National Hospital,59,12
2018Q3,The Golden Jubilee National Hospital,110,13
2018Q4,The Golden Jubilee National Hospital,126,10
2019Q1,The Golden Jubilee National Hospital,138,18
2019Q2,The Golden Jubilee National Hospital,54,14
2019Q3,The Golden Jubilee National Hospital,28,11
2019Q4,The Golden Jubilee National Hospital,47,10
2020Q1,The Golden Jubilee National Hospital,44,5
2020Q2,The Golden Jubilee National Hospital,64,16
2020Q3,The Golden Jubilee National Hospital,109,11
2020Q4,The Golden Jubilee National Hospital,48,13
2021Q1,The Golden Jubilee National Hospital,145,10
2021Q2,The Golden Jubilee National Hospital,99,11
2021Q3,The Golden Jubilee National Hospital,34,15
2021Q4,The Golden Jubilee National Hospital,59,15
2022Q1,The Golden Jubilee National Hospital,196,10
2022Q2,The Golden Jubilee National Hospital,23,10
2022Q3,The Golden Jubilee National Hospital,85,16
2017Q3,The Golden Jubilee National Hospital,6,0
2018Q3,The Golden Jubilee National Hospital,0,0
2018Q4,The Golden Jubilee National Hospital,30,0
2019Q1,The Golden Jubilee National Hospital,12,0
2019Q3,The Golden Jubilee National Hospital,10,0
2020Q1,The Golden Jubilee National Hospital,5,0
2020Q4,The Golden Jubilee National Hospital,0,0
2022Q2,The Golden Jubilee National Hospital,0,0
2022Q3,The Golden Jubilee National Hospital,0,0
2018Q1,The Golden Jubilee National Hospital,0,0
2018Q2,The Golden Jubilee National Hospital,14,0
2018Q4,The Golden Jubilee National Hospital,0,0
2019Q2,The Golden Jubilee National Hospital,0,0
2020Q2,The Golden Jubilee National Hospital,0,0
2020Q3,The Golden Jubilee National Hospital,0,0
2020Q4,The Golden Jubilee National Hospital,0,0
2021Q1,The Golden Jubilee National Hospital,7,0
2021Q2,The Golden Jubilee National Hospital,0,0
2021Q4,The Golden Jubilee National Hospital,0,0
2017Q4,The Golden Jubilee National Hospital,0,0
2018Q2,The Golden Jubilee National Hospital,30,0
2018Q3,The Golden Jubilee National Hospital,10,0
2018Q4,The Golden Jubilee National Hospital,62,0
2019Q2,The Golden Jubilee National Hospital,15,5
2019Q3,The Golden Jubilee National Hospital,26,5
2020Q1,The Golden Jubilee National Hospital,5,5
2020Q2,The Golden Jubilee National Hospital,0,0
2020Q3,The Golden Jubilee National Hospital,0,0
2020Q4,The Golden Jubilee National Hospital,8,5
2021Q1,The Golden Jubilee National Hospital,10,5
2021Q2,The Golden Jubilee National Hospital,0,0
2021Q3,The Golden Jubilee National Hospital,11,5
2022Q1,The Golden Jubilee National Hospital,18,0
2022Q2,The Golden Jubilee National Hospital,64,5
2022Q3,The Golden Jubilee National Hospital,16,0
2017Q3,The Golden Jubilee National Hospital,0,0
2017Q4,The Golden Jubilee National Hospital,0,0
2018Q1,The Golden Jubilee National Hospital,40,5
2018Q2,The Golden Jubilee National Hospital,0,5
2018Q3,The Golden Jubilee National Hospital,5,0
2018Q4,The Golden Jubilee National Hospital,6,5
2019Q1,The Golden Jubilee National Hospital,20,5
2019Q2,The Golden Jubilee National Hospital,38,5
2019Q3,The Golden Jubilee National Hospital,13,5
2019Q4,The Golden Jubilee National Hospital,0,0
2020Q2,The Golden Jubilee National Hospital,5,5
2020Q3,The Golden Jubilee National Hospital,22,5
2020Q4,The Golden Jubilee National Hospital,31,5
2021Q1,The Golden Jubilee National Hospital,0,5
2021Q2,The Golden Jubilee National Hospital,107,0
2021Q3,The Golden Jubilee National Hospital,5,5
2021Q4,The Golden Jubilee National Hospital,12,5
2022Q1,The Golden Jubilee National Hospital,40,5
2022Q2,The Golden Jubilee National Hospital,6,5
2022Q3,The Golden Jubilee National Hospital,12,5
2017Q3,The Golden Jubilee National Hospital,108,10
2017Q4,The Golden Jubilee National Hospital,32,10
2018Q1,The Golden Jubilee National Hospital,22,10
2018Q2,The Golden Jubilee National Hospital,40,10
2018Q3,The Golden Jubilee National Hospital,39,10
2018Q4,The Golden Jubilee National Hospital,74,10
2019Q1,The Golden Jubilee National Hospital,10,5
2019Q2,The Golden Jubilee National Hospital,22,12
2019Q3,The Golden Jubilee National Hospital,13,5
2019Q4,The Golden Jubilee National Hospital,27,5
2020Q1,The Golden Jubilee National Hospital,35,10
2020Q2,The Golden Jubilee National Hospital,17,5
2020Q3,The Golden Jubilee National Hospital,24,11
2020Q4,The Golden Jubilee National Hospital,10,5
2021Q1,The Golden Jubilee National Hospital,102,10
2021Q2,The Golden Jubilee National Hospital,17,5
2021Q3,The Golden Jubilee National Hospital,20,5
2021Q4,The Golden Jubilee National Hospital,57,11
2022Q1,The Golden Jubilee National Hospital,17,5
2022Q2,The Golden Jubilee National Hospital,10,5
2022Q3,The Golden Jubilee National Hospital,15,5
2017Q3,The Golden Jubilee National Hospital,58,23
2017Q4,The Golden Jubilee National Hospital,69,24
2018Q1,The Golden Jubilee National Hospital,58,15
2018Q2,The Golden Jubilee National Hospital,89,20
2018Q3,The Golden Jubilee National Hospital,62,16
2018Q4,The Golden Jubilee National Hospital,205,24
2019Q1,The Golden Jubilee National Hospital,64,15
2019Q2,The Golden Jubilee National Hospital,51,15
2019Q3,The Golden Jubilee National Hospital,153,15
2019Q4,The Golden Jubilee National Hospital,88,20
2020Q1,The Golden Jubilee National Hospital,132,15
2020Q2,The Golden Jubilee National Hospital,37,30
2020Q3,The Golden Jubilee National Hospital,120,23
2020Q4,The Golden Jubilee National Hospital,60,21
2021Q1,The Golden Jubilee National Hospital,117,34
2021Q2,The Golden Jubilee National Hospital,158,24
2021Q3,The Golden Jubilee National Hospital,159,29
2021Q4,The Golden Jubilee National Hospital,80,15
2022Q1,The Golden Jubilee National Hospital,96,21
2022Q2,The Golden Jubilee National Hospital,123,23
2022Q3,The Golden Jubilee National Hospital,57,16
2017Q3,The Golden Jubilee National Hospital,71,15
2017Q4,The Golden Jubilee National Hospital,467,20
2018Q1,The Golden Jubilee National Hospital,78,21
2018Q2,The Golden Jubilee National Hospital,239,20
2018Q3,The Golden Jubilee National Hospital,129,23
2018Q4,The Golden Jubilee National Hospital,68,23
2019Q1,The Golden Jubilee National Hospital,95,22
2019Q2,The Golden Jubilee National Hospital,89,28
2019Q3,The Golden Jubilee National Hospital,84,22
2019Q4,The Golden Jubilee National Hospital,90,29
2020Q1,The Golden Jubilee National Hospital,163,16
2020Q2,The Golden Jubilee National Hospital,58,19
2020Q3,The Golden Jubilee National Hospital,139,20
2020Q4,The Golden Jubilee National Hospital,127,24
2021Q1,The Golden Jubilee National Hospital,105,31
2021Q2,The Golden Jubilee National Hospital,107,28
2021Q3,The Golden Jubilee National Hospital,193,20
2021Q4,The Golden Jubilee National Hospital,55,21
2022Q1,The Golden Jubilee National Hospital,256,20
2022Q2,The Golden Jubilee National Hospital,118,36
2022Q3,The Golden Jubilee National Hospital,203,26
2017Q3,The Golden Jubilee National Hospital,105,25
2017Q4,The Golden Jubilee National Hospital,225,30
2018Q1,The Golden Jubilee National Hospital,141,21
2018Q2,The Golden Jubilee National Hospital,164,26
2018Q3,The Golden Jubilee National Hospital,240,27
2018Q4,The Golden Jubilee National Hospital,200,19
2019Q1,The Golden Jubilee National Hospital,88,25
2019Q2,The Golden Jubilee National Hospital,257,30
2019Q3,The Golden Jubilee National Hospital,149,25
2019Q4,The Golden Jubilee National Hospital,92,24
2020Q1,The Golden Jubilee National Hospital,138,23
2020Q2,The Golden Jubilee National Hospital,80,25
2020Q3,The Golden Jubilee National Hospital,106,15
2020Q4,The Golden Jubilee National Hospital,117,24
2021Q1,The Golden Jubilee National Hospital,109,25
2021Q2,The Golden Jubilee National Hospital,85,15
2021Q3,The Golden Jubilee National Hospital,65,25
2021Q4,The Golden Jubilee National Hospital,117,20
2022Q1,The Golden Jubilee National Hospital,84,16
2022Q2,The Golden Jubilee National Hospital,153,25
2022Q3,The Golden Jubilee National Hospital,78,20
2017Q3,The Golden Jubilee National Hospital,54,15
2017Q4,The Golden Jubilee National Hospital,174,19
2018Q1,The Golden Jubilee National Hospital,330,15
2018Q2,The Golden Jubilee National Hospital,73,15
2018Q3,The Golden Jubilee National Hospital,20,5
2018Q4,The Golden Jubilee National Hospital,52,12
2019Q1,The Golden Jubilee National Hospital,44,10
2019Q2,The Golden Jubilee National Hospital,124,13
2019Q3,The Golden Jubilee National Hospital,75,12
2019Q4,The Golden Jubilee National Hospital,37,10
2020Q1,The Golden Jubilee National Hospital,76,13
2020Q2,The Golden Jubilee National Hospital,159,17
2020Q3,The Golden Jubilee National Hospital,84,10
2020Q4,The Golden Jubilee National Hospital,70,13
2021Q1,The Golden Jubilee National Hospital,58,15
2021Q2,The Golden Jubilee National Hospital,93,12
2021Q3,The Golden Jubilee National Hospital,57,10
2021Q4,The Golden Jubilee National Hospital,49,15
2022Q1,The Golden Jubilee National Hospital,90,10
2022Q2,The Golden Jubilee National Hospital,44,15
2022Q3,The Golden Jubilee National Hospital,69,10
2017Q4,The Golden Jubilee National Hospital,5,0
2018Q2,The Golden Jubilee National Hospital,11,0
2019Q1,The Golden Jubilee National Hospital,6,0
2019Q3,The Golden Jubilee National Hospital,18,0
2020Q1,The Golden Jubilee National Hospital,10,0
2020Q2,The Golden Jubilee National Hospital,5,0
2020Q3,The Golden Jubilee National Hospital,5,0
2020Q4,The Golden Jubilee National Hospital,5,0
2021Q2,The Golden Jubilee National Hospital,0,0
2021Q4,The Golden Jubilee National Hospital,12,0
2022Q1,The Golden Jubilee National Hospital,6,0
2022Q3,The Golden Jubilee National Hospital,16,0
2017Q3,The Golden Jubilee National Hospital,6,0
2018Q2,The Golden Jubilee National Hospital,110,0
2018Q3,The Golden Jubilee National Hospital,0,0
2020Q4,The Golden Jubilee National Hospital,0,0
2021Q4,The Golden Jubilee National Hospital,0,0
2022Q1,The Golden Jubilee National Hospital,22,0
2022Q2,The Golden Jubilee National Hospital,17,0
2022Q3,The Golden Jubilee National Hospital,5,5
2017Q3,The Golden Jubilee National Hospital,21,5
2017Q4,The Golden Jubilee National Hospital,6,0
2018Q1,The Golden Jubilee National Hospital,23,0
2018Q2,The Golden Jubilee National Hospital,6,0
2018Q3,The Golden Jubilee National Hospital,0,0
2018Q4,The Golden Jubilee National Hospital,122,5
2019Q1,The Golden Jubilee National Hospital,15,10
2019Q2,The Golden Jubilee National Hospital,16,5
2019Q3,The Golden Jubilee National Hospital,20,5
2019Q4,The Golden Jubilee National Hospital,11,5
2020Q1,The Golden Jubilee National Hospital,0,5
