quarter,hb,specialty_name_top,episodes,length_of_spell
2020Q1,Scotland,Other,2776,15077
2020Q2,Scotland,Other,2029,11496
2020Q3,Scotland,Other,2420,12952
2020Q4,Scotland,Other,2504,13455
2021Q1,Scotland,Other,2355,13727
2021Q2,Scotland,Other,2722,13643
2021Q3,Scotland,Other,2626,14215
2021Q4,Scotland,Other,2490,14812
2022Q1,Scotland,Other,2568,14556
2022Q2,Scotland,Other,2606,15903
2022Q3,Scotland,Other,2788,16107
2017Q3,Scotland,Other,1682,8006
2017Q4,Scotland,Other,1636,7269
2018Q1,Scotland,Other,1551,7044
2018Q2,Scotland,Other,1513,7207
2018Q3,Scotland,Other,1514,7118
2018Q4,Scotland,Other,1453,5737
2019Q1,Scotland,Other,1408,6815
2019Q2,Scotland,Other,1370,5551
2019Q3,Scotland,Other,1454,5825
2019Q4,Scotland,Other,1346,5729
2020Q1,Scotland,Other,1335,7136
2020Q2,Scotland,Other,1415,4253
2020Q3,Scotland,Other,1345,5856
2020Q4,Scotland,Other,1279,5459
2021Q1,Scotland,Other,1402,6244
2021Q2,Scotland,Other,1536,6879
2021Q3,Scotland,Other,1336,5967
2021Q4,Scotland,Other,1440,7737
2022Q1,Scotland,Other,1268,6340
2022Q2,Scotland,Other,1329,6456
2022Q3,Scotland,Other,1333,7323
2017Q3,Scotland,Other,1467,20582
2017Q4,Scotland,Other,1526,20714
2018Q1,Scotland,Other,1347,17909
2018Q2,Scotland,Other,1333,18824
2018Q3,Scotland,Other,1293,17566
2018Q4,Scotland,Other,1348,19186
2019Q1,Scotland,Other,1335,18212
2019Q2,Scotland,Other,1374,18147
2019Q3,Scotland,Other,1362,17838
2019Q4,Scotland,Other,1072,16117
2020Q1,Scotland,Other,1062,18360
2020Q2,Scotland,Other,848,12727
2020Q3,Scotland,Other,948,13837
2020Q4,Scotland,Other,871,13120
2021Q1,Scotland,Other,748,10008
2021Q2,Scotland,Other,838,12687
2021Q3,Scotland,Other,860,12498
2021Q4,Scotland,Other,811,11707
2022Q1,Scotland,Other,644,9831
2022Q2,Scotland,Other,703,10348
2022Q3,Scotland,Other,848,10889
2017Q3,Scotland,Other,553,23055
2017Q4,Scotland,Other,591,19589
2018Q1,Scotland,Other,596,24961
2018Q2,Scotland,Other,579,24986
2018Q3,Scotland,Other,557,23691
2018Q4,Scotland,Other,597,25334
2019Q1,Scotland,Other,554,20180
2019Q2,Scotland,Other,691,25886
2019Q3,Scotland,Other,772,30636
2019Q4,Scotland,Other,767,32295
2020Q1,Scotland,Other,760,33572
2020Q2,Scotland,Other,695,23305
2020Q3,Scotland,Other,576,21434
2020Q4,Scotland,Other,614,24020
2021Q1,Scotland,Other,500,18448
2021Q2,Scotland,Other,603,21143
2021Q3,Scotland,Other,576,24272
2021Q4,Scotland,Other,540,20243
2022Q1,Scotland,Other,491,19062
2022Q2,Scotland,Other,571,22424
2022Q3,Scotland,Other,486,19446
2017Q3,Scotland,Other,9526,38504
2017Q4,Scotland,Other,9949,40666
2018Q1,Scotland,Other,10445,43915
2018Q2,Scotland,Other,9888,41455
2018Q3,Scotland,Other,9911,38700
2018Q4,Scotland,Other,10419,42461
2019Q1,Scotland,Other,10295,42264
2019Q2,Scotland,Other,9899,42100
2019Q3,Scotland,Other,9622,39923
2019Q4,Scotland,Other,9813,42737
2020Q1,Scotland,Other,9781,43769
2020Q2,Scotland,Other,7613,24702
2020Q3,Scotland,Other,8875,32687
2020Q4,Scotland,Other,9557,40859
2021Q1,Scotland,Other,9565,40365
2021Q2,Scotland,Other,9372,37287
2021Q3,Scotland,Other,9950,42130
2021Q4,Scotland,Other,10461,44616
2022Q1,Scotland,Other,9568,40374
2022Q2,Scotland,Other,9640,42179
2022Q3,Scotland,Other,9191,41689
2017Q3,Scotland,Other,468,2491
2017Q4,Scotland,Other,494,2953
2018Q1,Scotland,Other,599,3065
2018Q2,Scotland,Other,811,4026
2018Q3,Scotland,Other,759,4303
2018Q4,Scotland,Other,960,5191
2019Q1,Scotland,Other,799,4441
2019Q2,Scotland,Other,945,4727
2019Q3,Scotland,Other,952,4822
2019Q4,Scotland,Other,1177,5682
2020Q1,Scotland,Other,1056,4928
2020Q2,Scotland,Other,1056,4823
2020Q3,Scotland,Other,887,3654
2020Q4,Scotland,Other,779,3662
2021Q1,Scotland,Other,855,4658
2021Q2,Scotland,Other,947,4598
2021Q3,Scotland,Other,782,4384
2021Q4,Scotland,Other,883,4443
2022Q1,Scotland,Other,825,4301
2022Q2,Scotland,Other,765,4426
2022Q3,Scotland,Other,666,4000
2018Q1,Scotland,Other,5,5
2018Q2,Scotland,Other,5,8
2018Q3,Scotland,Other,13,26
2018Q4,Scotland,Other,10,26
2019Q1,Scotland,Other,10,33
2019Q2,Scotland,Other,14,24
2019Q3,Scotland,Other,11,25
2019Q4,Scotland,Other,10,24
2020Q1,Scotland,Other,10,14
2020Q4,Scotland,Other,0,5
2018Q2,Scotland,Other,0,0
2018Q3,Scotland,Other,0,0
2019Q4,Scotland,Other,0,0
2020Q1,Scotland,Other,0,0
2021Q3,Scotland,Other,0,0
2021Q4,Scotland,Other,0,0
2022Q3,Scotland,Other,0,0
2017Q3,Scotland,General Surgery,40909,129042
2017Q4,Scotland,General Surgery,39502,128716
2018Q1,Scotland,General Surgery,37721,122795
2018Q2,Scotland,General Surgery,39748,126983
2018Q3,Scotland,General Surgery,40383,125816
2018Q4,Scotland,General Surgery,40437,128123
2019Q1,Scotland,General Surgery,40135,118631
2019Q2,Scotland,General Surgery,41584,123844
2019Q3,Scotland,General Surgery,41726,127235
2019Q4,Scotland,General Surgery,39947,120940
2020Q1,Scotland,General Surgery,36314,122014
2020Q2,Scotland,General Surgery,26065,77446
2020Q3,Scotland,General Surgery,35735,107379
2020Q4,Scotland,General Surgery,34110,108184
2021Q1,Scotland,General Surgery,31100,102616
2021Q2,Scotland,General Surgery,37317,116487
2021Q3,Scotland,General Surgery,35884,116400
2021Q4,Scotland,General Surgery,34159,120512
2022Q1,Scotland,General Surgery,33246,111207
2022Q2,Scotland,General Surgery,34903,117797
2022Q3,Scotland,General Surgery,35335,119697
2017Q3,Scotland,Other,2857,9714
2017Q4,Scotland,Other,2811,10256
2018Q1,Scotland,Other,2853,11211
2018Q2,Scotland,Other,2752,9340
2018Q3,Scotland,Other,2196,7660
2018Q4,Scotland,Other,1900,5945
2019Q1,Scotland,Other,1940,6331
2019Q2,Scotland,Other,2029,6506
2019Q3,Scotland,Other,2023,6210
2019Q4,Scotland,Other,1927,7119
2020Q1,Scotland,Other,1816,6092
2020Q2,Scotland,Other,1549,6531
2020Q3,Scotland,Other,1842,6158
2020Q4,Scotland,Other,1844,7421
2021Q1,Scotland,Other,1843,8128
2021Q2,Scotland,Other,1818,6502
2021Q3,Scotland,Other,1825,7668
2021Q4,Scotland,Other,1684,8064
2022Q1,Scotland,Other,1670,7632
2022Q2,Scotland,Other,1680,7105
2022Q3,Scotland,Other,1648,6616
2017Q3,Scotland,Cardiothoracic Surgery,4201,12720
2017Q4,Scotland,Cardiothoracic Surgery,4347,13970
2018Q1,Scotland,Cardiothoracic Surgery,4023,12378
2018Q2,Scotland,Cardiothoracic Surgery,4345,13208
2018Q3,Scotland,Cardiothoracic Surgery,4520,13153
2018Q4,Scotland,Cardiothoracic Surgery,4151,13275
2019Q1,Scotland,Cardiothoracic Surgery,4267,12484
2019Q2,Scotland,Cardiothoracic Surgery,4406,13096
2019Q3,Scotland,Cardiothoracic Surgery,4307,12883
2019Q4,Scotland,Cardiothoracic Surgery,4436,13376
2020Q1,Scotland,Cardiothoracic Surgery,4007,12492
2020Q2,Scotland,Cardiothoracic Surgery,2666,8007
2020Q3,Scotland,Cardiothoracic Surgery,3664,11437
2020Q4,Scotland,Cardiothoracic Surgery,3444,11864
2021Q1,Scotland,Cardiothoracic Surgery,3369,10634
2021Q2,Scotland,Cardiothoracic Surgery,3769,11940
2021Q3,Scotland,Cardiothoracic Surgery,3465,11813
2021Q4,Scotland,Cardiothoracic Surgery,3399,11834
2022Q1,Scotland,Cardiothoracic Surgery,3363,10584
2022Q2,Scotland,Cardiothoracic Surgery,3555,12614
2022Q3,Scotland,Cardiothoracic Surgery,3309,12258
2017Q3,Scotland,Other,5016,9052
2017Q4,Scotland,Other,4939,9667
2018Q1,Scotland,Other,5206,9697
2018Q2,Scotland,Other,5421,10385
2018Q3,Scotland,Other,4919,9291
2018Q4,Scotland,Other,4762,9956
2019Q1,Scotland,Other,5164,9874
2019Q2,Scotland,Other,5352,9912
2019Q3,Scotland,Other,5222,9293
2019Q4,Scotland,Other,5143,9123
2020Q1,Scotland,Other,4871,8639
2020Q2,Scotland,Other,1518,3568
2020Q3,Scotland,Other,2606,4851
2020Q4,Scotland,Other,3108,6453
2021Q1,Scotland,Other,2582,5495
2021Q2,Scotland,Other,3154,6422
2021Q3,Scotland,Other,2950,6332
2021Q4,Scotland,Other,2969,6354
2022Q1,Scotland,Other,3108,6864
2022Q2,Scotland,Other,3441,6959
2022Q3,Scotland,Other,3773,7858
2017Q3,Scotland,Other,2761,13687
2017Q4,Scotland,Other,2965,13737
2018Q1,Scotland,Other,2702,12601
2018Q2,Scotland,Other,2662,12115
2018Q3,Scotland,Other,2845,12859
2018Q4,Scotland,Other,2906,12798
2019Q1,Scotland,Other,2705,12242
2019Q2,Scotland,Other,2930,12676
2019Q3,Scotland,Other,2830,13951
2019Q4,Scotland,Other,2788,12590
2020Q1,Scotland,Other,2617,12722
2020Q2,Scotland,Other,2020,7367
2020Q3,Scotland,Other,2047,9828
2020Q4,Scotland,Other,1975,11406
2021Q1,Scotland,Other,1974,10811
2021Q2,Scotland,Other,2279,12487
2021Q3,Scotland,Other,2104,12104
2021Q4,Scotland,Other,1924,11385
2022Q1,Scotland,Other,2010,12629
2022Q2,Scotland,Other,2235,12254
2022Q3,Scotland,Other,2163,13147
2017Q3,Scotland,Other,1370,2783
2017Q4,Scotland,Other,1370,2593
2018Q1,Scotland,Other,1285,2477
2018Q2,Scotland,Other,1418,2553
2018Q3,Scotland,Other,1322,2193
2018Q4,Scotland,Other,1337,2350
2019Q1,Scotland,Other,1251,2394
2019Q2,Scotland,Other,1237,2233
2019Q3,Scotland,Other,1199,2146
2019Q4,Scotland,Other,1246,2292
2020Q1,Scotland,Other,1113,2058
2020Q2,Scotland,Other,390,656
2020Q3,Scotland,Other,752,1490
2020Q4,Scotland,Other,877,1525
2021Q1,Scotland,Other,791,1100
2021Q2,Scotland,Other,957,1591
2021Q3,Scotland,Other,873,1782
2021Q4,Scotland,Other,861,1657
2022Q1,Scotland,Other,803,1510
2022Q2,Scotland,Other,836,1826
2022Q3,Scotland,Other,988,1874
2017Q3,Scotland,Trauma and Orthopaedic Surgery,19027,84018
2017Q4,Scotland,Trauma and Orthopaedic Surgery,19310,87672
2018Q1,Scotland,Trauma and Orthopaedic Surgery,17804,84295
2018Q2,Scotland,Trauma and Orthopaedic Surgery,19937,86875
2018Q3,Scotland,Trauma and Orthopaedic Surgery,19699,86974
2018Q4,Scotland,Trauma and Orthopaedic Surgery,19395,86276
2019Q1,Scotland,Trauma and Orthopaedic Surgery,19125,83133
2019Q2,Scotland,Trauma and Orthopaedic Surgery,19914,83266
2019Q3,Scotland,Trauma and Orthopaedic Surgery,20337,85569
2019Q4,Scotland,Trauma and Orthopaedic Surgery,19939,88057
2020Q1,Scotland,Trauma and Orthopaedic Surgery,18114,86154
2020Q2,Scotland,Trauma and Orthopaedic Surgery,10327,47041
2020Q3,Scotland,Trauma and Orthopaedic Surgery,15390,64162
2020Q4,Scotland,Trauma and Orthopaedic Surgery,15077,71123
2021Q1,Scotland,Trauma and Orthopaedic Surgery,14059,72319
2021Q2,Scotland,Trauma and Orthopaedic Surgery,17385,73462
2021Q3,Scotland,Trauma and Orthopaedic Surgery,16871,76326
2021Q4,Scotland,Trauma and Orthopaedic Surgery,15111,80962
2022Q1,Scotland,Trauma and Orthopaedic Surgery,14774,84265
2022Q2,Scotland,Trauma and Orthopaedic Surgery,17372,90721
2022Q3,Scotland,Trauma and Orthopaedic Surgery,17770,91586
2017Q3,Scotland,Other,3388,7141
2017Q4,Scotland,Other,3164,7627
2018Q1,Scotland,Other,3141,6427
2018Q2,Scotland,Other,3389,7253
2018Q3,Scotland,Other,3369,6901
2018Q4,Scotland,Other,3147,6367
2019Q1,Scotland,Other,3052,6590
2019Q2,Scotland,Other,3205,7061
2019Q3,Scotland,Other,3250,6249
2019Q4,Scotland,Other,3031,6319
2020Q1,Scotland,Other,2947,6638
2020Q2,Scotland,Other,1571,2683
2020Q3,Scotland,Other,2311,4452
2020Q4,Scotland,Other,2103,4888
2021Q1,Scotland,Other,1689,3645
2021Q2,Scotland,Other,2166,4889
2021Q3,Scotland,Other,2089,5133
2021Q4,Scotland,Other,1794,4946
2022Q1,Scotland,Other,1848,4470
2022Q2,Scotland,Other,2226,5290
2022Q3,Scotland,Other,2616,5643
2017Q3,Scotland,Urology,8699,21379
2017Q4,Scotland,Urology,8133,20086
2018Q1,Scotland,Urology,7673,20087
2018Q2,Scotland,Urology,8417,19512
2018Q3,Scotland,Urology,8591,20196
2018Q4,Scotland,Urology,8696,20723
2019Q1,Scotland,Urology,8594,20046
2019Q2,Scotland,Urology,9118,21153
2019Q3,Scotland,Urology,9239,20953
2019Q4,Scotland,Urology,8964,21462
2020Q1,Scotland,Urology,8051,18493
2020Q2,Scotland,Urology,5032,10667
2020Q3,Scotland,Urology,7885,16412
2020Q4,Scotland,Urology,8214,18228
2021Q1,Scotland,Urology,6952,16369
2021Q2,Scotland,Urology,8771,19592
2021Q3,Scotland,Urology,8229,19091
2021Q4,Scotland,Urology,8346,19672
2022Q1,Scotland,Urology,7706,18785
2022Q2,Scotland,Urology,8397,19944
2022Q3,Scotland,Urology,8729,21173
2018Q3,Scotland,Other,737,2395
2018Q4,Scotland,Other,1096,3947
2019Q1,Scotland,Other,1117,4580
2019Q2,Scotland,Other,1177,4476
2019Q3,Scotland,Other,1147,4083
2019Q4,Scotland,Other,1161,4236
2020Q1,Scotland,Other,1118,4275
2020Q2,Scotland,Other,1003,5511
2020Q3,Scotland,Other,1109,4226
2020Q4,Scotland,Other,1130,5664
2021Q1,Scotland,Other,1176,6825
2021Q2,Scotland,Other,1104,4748
2021Q3,Scotland,Other,1082,5173
2021Q4,Scotland,Other,1090,5566
2022Q1,Scotland,Other,1010,5053
2022Q2,Scotland,Other,1151,4655
2022Q3,Scotland,Other,1137,4991
2017Q3,Scotland,Other,31,30
2017Q4,Scotland,Other,32,24
2018Q1,Scotland,Other,22,14
2018Q2,Scotland,Other,32,25
2018Q3,Scotland,Other,41,20
2018Q4,Scotland,Other,38,20
2019Q1,Scotland,Other,46,25
2019Q2,Scotland,Other,28,19
2019Q3,Scotland,Other,29,19
2019Q4,Scotland,Other,39,58
2020Q1,Scotland,Other,51,31
2020Q2,Scotland,Other,56,5
2020Q3,Scotland,Other,68,7
2020Q4,Scotland,Other,59,62
2021Q1,Scotland,Other,104,179
2021Q2,Scotland,Other,111,202
2021Q3,Scotland,Other,76,148
2021Q4,Scotland,Other,88,116
2022Q1,Scotland,Other,84,170
2022Q2,Scotland,Other,82,160
2022Q3,Scotland,Other,82,188
2017Q3,Scotland,Other,1960,12445
2017Q4,Scotland,Other,2017,11686
2018Q1,Scotland,Other,1963,12640
2018Q2,Scotland,Other,2232,12548
2018Q3,Scotland,Other,2190,12737
2018Q4,Scotland,Other,2155,12256
2019Q1,Scotland,Other,1993,12114
2019Q2,Scotland,Other,2117,12383
2019Q3,Scotland,Other,2142,11932
2019Q4,Scotland,Other,2184,12484
2020Q1,Scotland,Other,2035,12397
2020Q2,Scotland,Other,1565,7444
2020Q3,Scotland,Other,1894,9479
2020Q4,Scotland,Other,1792,9704
2021Q1,Scotland,Other,1781,9889
2021Q2,Scotland,Other,1845,10203
2021Q3,Scotland,Other,1898,10830
2021Q4,Scotland,Other,1762,10179
2022Q1,Scotland,Other,1703,9619
2022Q2,Scotland,Other,1809,11263
2022Q3,Scotland,Other,1852,10650
2017Q3,Scotland,Haematology,2469,16601
2017Q4,Scotland,Haematology,2921,16608
2018Q1,Scotland,Haematology,2610,16202
2018Q2,Scotland,Haematology,2756,17825
2018Q3,Scotland,Haematology,2660,17678
2018Q4,Scotland,Haematology,2676,16810
2019Q1,Scotland,Haematology,2588,17213
2019Q2,Scotland,Haematology,2412,14920
2019Q3,Scotland,Haematology,2424,16288
2019Q4,Scotland,Haematology,2660,16218
2020Q1,Scotland,Haematology,2585,15507
2020Q2,Scotland,Haematology,1723,12706
2020Q3,Scotland,Haematology,2008,14096
2020Q4,Scotland,Haematology,1852,13667
2021Q1,Scotland,Haematology,1779,12839
2021Q2,Scotland,Haematology,2285,16626
2021Q3,Scotland,Haematology,2184,14895
2021Q4,Scotland,Haematology,2177,15874
2022Q1,Scotland,Haematology,2027,14225
2022Q2,Scotland,Haematology,2185,15995
2022Q3,Scotland,Haematology,2199,14592
2017Q3,Scotland,Other,5,13
2017Q4,Scotland,Other,15,36
2018Q1,Scotland,Other,19,5
2018Q2,Scotland,Other,32,12
2018Q3,Scotland,Other,18,6
2018Q4,Scotland,Other,31,5
2019Q1,Scotland,Other,15,0
2019Q2,Scotland,Other,5,55
2019Q3,Scotland,Other,20,5
2019Q4,Scotland,Other,20,5
2020Q1,Scotland,Other,11,38
2020Q2,Scotland,Other,11,5
2020Q3,Scotland,Other,18,15
2020Q4,Scotland,Other,29,5
2021Q1,Scotland,Other,27,7
2021Q2,Scotland,Other,13,5
2021Q3,Scotland,Other,5,11
2021Q4,Scotland,Other,17,12
2022Q1,Scotland,Other,20,15
2022Q2,Scotland,Other,26,39
2022Q3,Scotland,Other,19,17
2021Q1,Louisa Jordan,Gastroenterology,15,0
2021Q1,Louisa Jordan,General Surgery,71,0
2021Q1,Louisa Jordan,Gastroenterology,15,0
2021Q1,Louisa Jordan,General Surgery,71,0
2020Q2,The Golden Jubilee National Hospital,General Medicine,0,8
2020Q4,The Golden Jubilee National Hospital,General Medicine,0,0
2021Q1,The Golden Jubilee National Hospital,General Medicine,0,0
2021Q4,The Golden Jubilee National Hospital,General Medicine,0,30
2022Q1,The Golden Jubilee National Hospital,General Medicine,0,19
2022Q2,The Golden Jubilee National Hospital,General Medicine,0,0
2017Q3,The Golden Jubilee National Hospital,Cardiology,2060,2105
2017Q4,The Golden Jubilee National Hospital,Cardiology,2059,2147
2018Q1,The Golden Jubilee National Hospital,Cardiology,2040,2402
2018Q2,The Golden Jubilee National Hospital,Cardiology,2080,2215
2018Q3,The Golden Jubilee National Hospital,Cardiology,2098,2388
2018Q4,The Golden Jubilee National Hospital,Cardiology,2083,2499
2019Q1,The Golden Jubilee National Hospital,Cardiology,2429,2396
2019Q2,The Golden Jubilee National Hospital,Cardiology,2075,2266
2019Q3,The Golden Jubilee National Hospital,Cardiology,2175,2259
2019Q4,The Golden Jubilee National Hospital,Cardiology,2042,2575
2020Q1,The Golden Jubilee National Hospital,Cardiology,1962,2220
2020Q2,The Golden Jubilee National Hospital,Cardiology,1612,2994
2020Q3,The Golden Jubilee National Hospital,Cardiology,1923,3285
2020Q4,The Golden Jubilee National Hospital,Cardiology,1945,2789
2021Q1,The Golden Jubilee National Hospital,Cardiology,2032,2602
2021Q2,The Golden Jubilee National Hospital,Cardiology,2005,2964
2021Q3,The Golden Jubilee National Hospital,Cardiology,2125,3372
2021Q4,The Golden Jubilee National Hospital,Cardiology,2138,3644
2022Q1,The Golden Jubilee National Hospital,Cardiology,1973,3817
2022Q2,The Golden Jubilee National Hospital,Cardiology,1975,3474
2022Q3,The Golden Jubilee National Hospital,Cardiology,2119,3363
2021Q2,The Golden Jubilee National Hospital,Gastroenterology,29,0
2021Q3,The Golden Jubilee National Hospital,Gastroenterology,175,0
2021Q4,The Golden Jubilee National Hospital,Gastroenterology,143,0
2022Q1,The Golden Jubilee National Hospital,Gastroenterology,33,0
2022Q2,The Golden Jubilee National Hospital,Gastroenterology,115,0
2022Q3,The Golden Jubilee National Hospital,Gastroenterology,79,0
2017Q3,The Golden Jubilee National Hospital,Other,46,144
2017Q4,The Golden Jubilee National Hospital,Other,45,134
2018Q1,The Golden Jubilee National Hospital,Other,53,153
2018Q2,The Golden Jubilee National Hospital,Other,64,180
2018Q3,The Golden Jubilee National Hospital,Other,52,158
2018Q4,The Golden Jubilee National Hospital,Other,52,161
2019Q1,The Golden Jubilee National Hospital,Other,53,180
2019Q2,The Golden Jubilee National Hospital,Other,44,139
2019Q3,The Golden Jubilee National Hospital,Other,44,131
2019Q4,The Golden Jubilee National Hospital,Other,48,143
2020Q1,The Golden Jubilee National Hospital,Other,46,144
2020Q2,The Golden Jubilee National Hospital,Other,14,29
2020Q3,The Golden Jubilee National Hospital,Other,44,114
2020Q4,The Golden Jubilee National Hospital,Other,34,105
2021Q1,The Golden Jubilee National Hospital,Other,34,101
2021Q2,The Golden Jubilee National Hospital,Other,50,144
2021Q3,The Golden Jubilee National Hospital,Other,46,136
2021Q4,The Golden Jubilee National Hospital,Other,46,135
2022Q1,The Golden Jubilee National Hospital,Other,38,122
2022Q2,The Golden Jubilee National Hospital,Other,52,158
2022Q3,The Golden Jubilee National Hospital,Other,49,146
2017Q3,The Golden Jubilee National Hospital,General Surgery,598,66
2017Q4,The Golden Jubilee National Hospital,General Surgery,680,48
2018Q1,The Golden Jubilee National Hospital,General Surgery,654,68
2018Q2,The Golden Jubilee National Hospital,General Surgery,770,49
2018Q3,The Golden Jubilee National Hospital,General Surgery,767,61
2018Q4,The Golden Jubilee National Hospital,General Surgery,942,91
2019Q1,The Golden Jubilee National Hospital,General Surgery,857,42
2019Q2,The Golden Jubilee National Hospital,General Surgery,811,43
2019Q3,The Golden Jubilee National Hospital,General Surgery,919,35
2019Q4,The Golden Jubilee National Hospital,General Surgery,897,46
2020Q1,The Golden Jubilee National Hospital,General Surgery,763,57
2020Q2,The Golden Jubilee National Hospital,General Surgery,286,107
2020Q3,The Golden Jubilee National Hospital,General Surgery,818,149
2020Q4,The Golden Jubilee National Hospital,General Surgery,784,67
2021Q1,The Golden Jubilee National Hospital,General Surgery,984,154
2021Q2,The Golden Jubilee National Hospital,General Surgery,1194,31
2021Q3,The Golden Jubilee National Hospital,General Surgery,2034,314
2021Q4,The Golden Jubilee National Hospital,General Surgery,1782,440
2022Q1,The Golden Jubilee National Hospital,General Surgery,1896,785
2022Q2,The Golden Jubilee National Hospital,General Surgery,2023,379
2022Q3,The Golden Jubilee National Hospital,General Surgery,2015,326
2018Q1,The Golden Jubilee National Hospital,Other,0,0
2019Q3,The Golden Jubilee National Hospital,Other,0,0
2020Q2,The Golden Jubilee National Hospital,Other,5,56
2020Q4,The Golden Jubilee National Hospital,Other,5,17
2021Q1,The Golden Jubilee National Hospital,Other,0,36
2021Q3,The Golden Jubilee National Hospital,Other,0,0
2021Q4,The Golden Jubilee National Hospital,Other,5,24
2017Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1948,5416
2017Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2040,6097
2018Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1981,5645
2018Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2088,6185
2018Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2195,5819
2018Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1929,5686
2019Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2021,5461
2019Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2181,6121
2019Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2221,6126
2019Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2239,6405
2020Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2091,5951
2020Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1254,3639
2020Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1781,5211
2020Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1532,5295
2021Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1584,5027
2021Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1835,5505
2021Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1637,5239
2021Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1607,5855
2022Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1543,4428
2022Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1630,5670
2022Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1560,5419
2020Q2,The Golden Jubilee National Hospital,Other,92,260
2020Q3,The Golden Jubilee National Hospital,Other,77,166
2020Q4,The Golden Jubilee National Hospital,Other,86,138
2021Q1,The Golden Jubilee National Hospital,Other,90,146
2021Q2,The Golden Jubilee National Hospital,Other,105,124
2021Q3,The Golden Jubilee National Hospital,Other,22,5
2021Q4,The Golden Jubilee National Hospital,Other,83,84
2022Q1,The Golden Jubilee National Hospital,Other,82,68
2022Q2,The Golden Jubilee National Hospital,Other,5,7
2017Q3,The Golden Jubilee National Hospital,Other,1891,0
2017Q4,The Golden Jubilee National Hospital,Other,1766,0
2018Q1,The Golden Jubilee National Hospital,Other,1716,0
2018Q2,The Golden Jubilee National Hospital,Other,1950,0
2018Q3,The Golden Jubilee National Hospital,Other,1744,0
2018Q4,The Golden Jubilee National Hospital,Other,1987,0
2019Q1,The Golden Jubilee National Hospital,Other,1958,0
2019Q2,The Golden Jubilee National Hospital,Other,1947,0
2019Q3,The Golden Jubilee National Hospital,Other,2122,0
2019Q4,The Golden Jubilee National Hospital,Other,2608,0
2020Q1,The Golden Jubilee National Hospital,Other,2343,0
2020Q2,The Golden Jubilee National Hospital,Other,11,0
2020Q3,The Golden Jubilee National Hospital,Other,703,0
2020Q4,The Golden Jubilee National Hospital,Other,1287,0
2021Q1,The Golden Jubilee National Hospital,Other,2361,0
2021Q2,The Golden Jubilee National Hospital,Other,2190,0
2021Q3,The Golden Jubilee National Hospital,Other,3111,0
2021Q4,The Golden Jubilee National Hospital,Other,3405,0
2022Q1,The Golden Jubilee National Hospital,Other,3417,0
2022Q2,The Golden Jubilee National Hospital,Other,3210,0
2022Q3,The Golden Jubilee National Hospital,Other,3350,0
2017Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1219,3809
2017Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1313,4207
2018Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1217,3911
2018Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1244,3635
2018Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1296,3910
2018Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1316,3621
2019Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1317,3225
2019Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1247,2999
2019Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1201,3459
2019Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1197,3099
2020Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1121,2572
2020Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,123,742
2020Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,507,3022
2020Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1108,2535
2021Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1208,3244
2021Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1276,3152
